random_id,ols_prediction,rf_prediction
2258,982.6485148514851,537.3200992555832
4970,982.6666666666666,537.3267326732673
2901,982.6847290640393,537.3333333333334
2572,982.7027027027026,537.3399014778325
4986,982.7205882352941,537.3464373464374
4538,982.7383863080684,537.3529411764706
5106,982.7560975609756,537.359413202934
705,982.7737226277372,537.3658536585366
5962,982.7912621359222,537.3722627737226
4267,982.8087167070217,537.3786407766991
4341,982.8260869565217,537.3849878934625
2817,982.8433734939758,537.3913043478261
6336,982.8605769230769,537.3975903614457
86,982.8776978417267,537.4038461538462
1006,982.8947368421052,537.410071942446
7048,982.9116945107398,537.4162679425838
3265,982.9285714285714,537.4224343675418
5671,982.9453681710213,537.4285714285714
45,982.9620853080568,537.4346793349168
5502,982.9787234042553,537.4407582938388
4825,982.9952830188678,537.4468085106383
3973,983.0117647058823,537.4528301886793
7549,983.0281690140845,537.4588235294118
5041,983.0444964871193,537.4647887323944
172,983.0607476635513,537.4707259953161
6666,983.0769230769231,537.4766355140187
7046,983.0930232558138,537.4825174825174
7810,983.1090487238979,537.4883720930233
6288,983.125,537.4941995359628
820,983.1408775981523,537.5
298,983.1566820276497,537.5057736720554
1002,983.1724137931035,537.5115207373271
7825,983.1880733944953,537.5172413793103
3285,983.2036613272311,537.5229357798165
4658,983.2191780821918,537.5286041189931
7644,983.2346241457858,537.5342465753424
5149,983.25,537.5398633257403
2324,983.265306122449,537.5454545454545
1937,983.2805429864252,537.5510204081633
4535,983.2957110609481,537.5565610859728
502,983.3108108108108,537.5620767494356
7774,983.3258426966291,537.5675675675676
683,983.3408071748878,537.5730337078652
1809,983.3557046979865,537.5784753363229
122,983.3705357142857,537.5838926174497
2902,983.3853006681514,537.5892857142857
6328,983.4,537.5946547884187
2680,983.4146341463413,537.6
3006,983.429203539823,537.60532150776055
869,983.4437086092715,537.6106194690266
3477,983.4581497797355,537.615894039735
1928,983.4725274725274,537.6211453744494
3798,983.4868421052631,537.6263736263736
5400,983.5010940919036,537.6315789473684
2941,983.5152838427947,537.636761487965
7689,983.5294117647059,537.6419213973799
6296,983.5434782608695,537.6470588235294
7400,983.5574837310195,537.6521739130435
3679,983.5714285714286,537.6572668112798
7129,983.5853131749459,537.6623376623377
304,983.5991379310344,537.6673866090713
6248,983.6129032258065,537.6724137931035
7961,983.62660944206,537.6774193548387
7218,983.6402569593147,537.6824034334763
3331,983.6538461538462,537.6873661670236
3765,983.6673773987205,537.6923076923077
5001,983.6808510638298,537.6972281449894
3921,983.6942675159236,537.7021276595744
4981,983.7076271186439,537.7070063694267
661,983.7209302325581,537.7118644067797
628,983.7341772151899,537.7167019027485
7291,983.7473684210526,537.7215189873418
3079,983.7605042016806,537.7263157894737
7764,983.7735849056604,537.7310924369748
617,983.786610878661,537.7358490566038
4773,983.7995824634655,537.7405857740586
4355,983.8125,537.7453027139875
510,983.8253638253638,537.75
2066,983.8381742738588,537.7546777546778
7278,983.8509316770186,537.7593360995851
2240,983.8636363636363,537.7639751552795
670,983.8762886597938,537.7685950413223
5930,983.8888888888889,537.7731958762887
7470,983.9014373716632,537.7777777777778
4122,983.9139344262295,537.782340862423
2181,983.9263803680982,537.7868852459017
7754,983.938775510204,537.7914110429448
129,983.9511201629327,537.795918367347
7438,983.9634146341464,537.8004073319755
3363,983.9756592292089,537.8048780487804
7027,983.9878542510121,537.8093306288032
4821,984,537.8137651821862
5618,984.0120967741934,537.8181818181819
936,984.0241448692152,537.8225806451613
314,984.0361445783133,537.8269617706237
5315,984.0480961923847,537.8313253012049
6486,984.06,537.8356713426854
6595,984.0718562874251,537.84
2483,984.0836653386453,537.8443113772455
6667,984.0954274353876,537.8486055776892
130,984.1071428571429,537.8528827037774
2381,984.118811881188,537.8571428571429
5207,984.1304347826086,537.8613861386139
2667,984.1420118343195,537.8656126482214
763,984.1535433070866,537.8698224852071
3995,984.1650294695481,537.8740157480315
84,984.1764705882352,537.8781925343811
6602,984.1878669275928,537.8823529411765
5886,984.19921875,537.8864970645792
7955,984.2105263157895,537.890625
7564,984.2217898832683,537.8947368421053
2731,984.2330097087378,537.8988326848249
3254,984.2441860465116,537.9029126213592
3828,984.2553191489361,537.9069767441861
3568,984.2664092664093,537.9110251450677
6515,984.2774566473988,537.9150579150579
5939,984.2884615384614,537.9190751445087
2836,984.2994241842609,537.9230769230769
1129,984.3103448275862,537.9270633397313
1215,984.321223709369,537.9310344827586
4802,984.3320610687023,537.9349904397706
5087,984.3428571428572,537.9389312977099
188,984.3536121673003,537.9428571428572
5394,984.3643263757116,537.9467680608365
5285,984.375,537.9506641366224
2447,984.3856332703213,537.9545454545455
6562,984.3962264150942,537.9584120982987
5934,984.4067796610169,537.9622641509434
6880,984.4172932330827,537.9661016949152
7693,984.4277673545965,537.9699248120301
3412,984.438202247191,537.9737335834897
2277,984.448598130841,537.9775280898876
7775,984.4589552238806,537.981308411215
4566,984.4692737430167,537.9850746268656
75,984.4795539033456,537.9888268156425
6010,984.4897959183673,537.992565055762
242,984.5,537.9962894248608
3657,984.5101663585951,538
4964,984.520295202952,538.003696857671
7815,984.5303867403314,538.0073800738007
7887,984.5404411764705,538.0110497237569
1938,984.5504587155963,538.0147058823529
5483,984.5604395604396,538.0183486238532
3219,984.5703839122485,538.021978021978
1984,984.5802919708029,538.0255941499086
4892,984.5901639344262,538.029197080292
3809,984.5999999999999,538.0327868852459
7720,984.6098003629763,538.0363636363636
7416,984.6195652173913,538.0399274047187
6532,984.6292947558769,538.0434782608696
6032,984.638989169675,538.0470162748644
2162,984.6486486486486,538.0505415162455
6631,984.6582733812949,538.0540540540541
4636,984.6678635547576,538.0575539568346
2154,984.6774193548387,538.0610412926392
6122,984.6869409660106,538.0645161290323
2002,984.6964285714286,538.0679785330948
1275,984.7058823529412,538.0714285714286
1204,984.7153024911031,538.0748663101605
7653,984.7246891651864,538.0782918149466
7295,984.7340425531914,538.0817051509769
6115,984.7433628318583,538.0851063829788
3284,984.7526501766785,538.0884955752213
6779,984.7619047619048,538.0918727915194
4175,984.7711267605633,538.0952380952381
6822,984.7803163444639,538.0985915492957
4408,984.7894736842105,538.1019332161687
1116,984.7985989492119,538.1052631578947
6937,984.8076923076923,538.1085814360771
7140,984.8167539267016,538.1118881118881
2608,984.8257839721254,538.1151832460733
2437,984.8347826086956,538.1184668989547
4288,984.84375,538.1217391304348
187,984.8526863084921,538.125
7699,984.8615916955017,538.1282495667244
6221,984.8704663212435,538.1314878892733
5636,984.8793103448276,538.1347150259068
577,984.8881239242685,538.1379310344828
2358,984.8969072164948,538.1411359724613
3889,984.9056603773585,538.1443298969073
127,984.9143835616438,538.147512864494
2029,984.9230769230769,538.1506849315068
7945,984.9317406143344,538.1538461538462
2781,984.9403747870527,538.1569965870307
4277,984.9489795918367,538.160136286201
469,984.9575551782682,538.1632653061224
4522,984.9661016949152,538.1663837011885
2800,984.9746192893401,538.1694915254237
6879,984.983108108108,538.1725888324873
5897,984.9915682967959,538.1756756756756
3374,985,538.1787521079258
286,985.0084033613444,538.1818181818181
6600,985.0167785234898,538.1848739495798
7245,985.0251256281407,538.1879194630873
6916,985.0334448160535,538.1909547738693
4168,985.041736227045,538.1939799331103
2616,985.05,538.1969949916528
7593,985.0582362728785,538.2
6738,985.0664451827242,538.2029950083195
770,985.0746268656717,538.2059800664451
5239,985.0827814569535,538.2089552238806
5586,985.090909090909,538.2119205298013
7460,985.0990099009902,538.2148760330579
3101,985.1070840197693,538.2178217821782
3537,985.1151315789473,538.2207578253707
1544,985.1231527093596,538.2236842105264
3696,985.1311475409835,538.2266009852217
4848,985.139116202946,538.2295081967213
4201,985.1470588235294,538.2324058919803
7870,985.1549755301794,538.2352941176471
5755,985.1628664495114,538.2381729200653
1361,985.170731707317,538.2410423452769
6876,985.1785714285713,538.2439024390244
1698,985.1863857374391,538.2467532467532
4234,985.1941747572815,538.2495948136143
6749,985.2019386106623,538.252427184466
2787,985.2096774193546,538.2552504038772
3976,985.2173913043479,538.258064516129
4372,985.225080385852,538.2608695652174
826,985.2327447833064,538.2636655948553
2804,985.2403846153846,538.2664526484751
5865,985.2479999999999,538.2692307692307
5446,985.255591054313,538.272
7728,985.2631578947369,538.2747603833866
3427,985.2707006369426,538.2775119617224
6049,985.2782193958664,538.28025477707
6467,985.2857142857143,538.2829888712241
911,985.2931854199683,538.2857142857143
5497,985.3006329113923,538.2884310618067
6492,985.3080568720379,538.2911392405064
7891,985.3154574132492,538.2938388625593
7615,985.3228346456691,538.2965299684543
6377,985.3301886792453,538.2992125984252
7053,985.3375196232338,538.3018867924528
3895,985.3448275862067,538.3045525902669
1831,985.3521126760563,538.307210031348
3182,985.3593749999999,538.3098591549295
7882,985.36661466458645,538.3125
3274,985.373831775701,538.3151326053043
6614,985.3810264385692,538.3177570093458
7176,985.3881987577638,538.3203732503888
6709,985.3953488372093,538.3229813664597
1109,985.4024767801857,538.3255813953489
7005,985.4095826893353,538.328173374613
1492,985.4166666666666,538.3307573415765
2830,985.4237288135593,538.3333333333334
5023,985.4307692307691,538.3359013867489
3684,985.4377880184331,538.3384615384615
3310,985.4447852760735,538.3410138248848
5076,985.4517611026032,538.3435582822086
3777,985.4587155963303,538.3460949464012
1145,985.4656488549617,538.348623853211
1386,985.4725609756097,538.3511450381679
6116,985.4794520547945,538.3536585365854
3141,985.4863221884498,538.3561643835617
4893,985.493171471927,538.3586626139818
6210,985.5,538.361153262519
1873,985.5068078668683,538.3636363636364
3891,985.513595166163,538.3661119515886
2417,985.5203619909503,538.3685800604229
4513,985.5271084337348,538.3710407239819
4811,985.533834586466,538.3734939759037
7671,985.5405405405405,538.375939849624
6406,985.5472263868065,538.3783783783783
1480,985.5538922155687,538.3808095952024
1488,985.5605381165919,538.3832335329341
4948,985.5671641791045,538.3856502242153
4170,985.5737704918031,538.3880597014926
1823,985.5803571428571,538.3904619970194
3162,985.5869242199108,538.3928571428571
7415,985.5934718100889,538.3952451708767
3366,985.6,538.3976261127597
1952,985.6065088757396,538.4
6255,985.6129985228949,538.4023668639053
3149,985.6194690265487,538.4047267355983
4087,985.6259204712812,538.4070796460177
3955,985.6323529411764,538.4094256259204
5323,985.6387665198238,538.4117647058823
6979,985.6451612903226,538.4140969162995
4048,985.6515373352854,538.41642228739
6284,985.6578947368421,538.4187408491947
6772,985.6642335766422,538.421052631579
1692,985.67055393586,538.4233576642335
864,985.6768558951965,538.4256559766764
2105,985.6831395348837,538.4279475982532
5460,985.6894049346878,538.4302325581396
2716,985.695652173913,538.4325108853411
5093,985.7018813314037,538.4347826086956
6983,985.7080924855491,538.4370477568741
886,985.7142857142857,538.4393063583815
1084,985.7204610951007,538.4415584415584
4588,985.7266187050359,538.4438040345822
6716,985.7327586206897,538.4460431654676
2940,985.7388809182208,538.448275862069
2777,985.7449856733523,538.4505021520804
4306,985.7510729613734,538.4527220630373
2392,985.7571428571428,538.4549356223176
6287,985.7631954350926,538.4571428571429
1919,985.7692307692307,538.4593437945791
877,985.7752489331436,538.4615384615385
6633,985.7812499999999,538.4637268847795
7234,985.7872340425532,538.4659090909091
3189,985.7932011331444,538.468085106383
779,985.7991513437057,538.4702549575071
3682,985.8050847457627,538.4724186704385
6863,985.8110014104371,538.4745762711865
952,985.8169014084506,538.4767277856135
4095,985.8227848101266,538.4788732394367
7338,985.8286516853932,538.4810126582279
7678,985.8345021037867,538.4831460674158
7910,985.8403361344538,538.4852734922861
5915,985.8461538461538,538.4873949579832
4796,985.8519553072624,538.4895104895105
1206,985.8577405857741,538.4916201117319
5891,985.8635097493036,538.4937238493724
2938,985.8692628650903,538.4958217270195
5040,985.875,538.4979137691238
4887,985.880721220527,538.5
4826,985.8864265927976,538.502080443828
3559,985.8921161825726,538.5041551246537
1451,985.8977900552486,538.50622406639
5872,985.9034482758619,538.5082872928177
618,985.9090909090909,538.5103448275862
1247,985.9147180192572,538.5123966942149
2061,985.9203296703296,538.5144429160936
6026,985.925925925926,538.5164835164835
4852,985.931506849315,538.5185185185185
125,985.9370725034198,538.5205479452055
83,985.9426229508197,538.5225718194255
4378,985.9481582537517,538.5245901639345
5774,985.9536784741143,538.5266030013643
7052,985.9591836734694,538.5286103542235
117,985.9646739130434,538.530612244898
7708,985.9701492537312,538.5326086956521
2218,985.9756097560976,538.5345997286296
371,985.9810554803788,538.5365853658536
6605,985.9864864864863,538.5385656292287
5573,985.9919028340081,538.5405405405405
427,985.9973045822102,538.5425101214574
852,986.0026917900402,538.544474393531
7439,986.008064516129,538.5464333781965
6522,986.0134228187919,538.5483870967741
6982,986.018766756032,538.5503355704698
6608,986.0240963855422,538.5522788203754
5188,986.0294117647059,538.5542168674699
2004,986.0347129506007,538.5561497326203
1745,986.04,538.5580774365822
7640,986.0452729693741,538.56
1794,986.0505319148936,538.5619174434088
526,986.0557768924302,538.563829787234
1793,986.0610079575596,538.5657370517928
5795,986.0662251655627,538.5676392572944
5416,986.0714285714286,538.5695364238411
8057,986.0766182298546,538.5714285714286
322,986.0817941952505,538.5733157199471
1038,986.0869565217391,538.575197889182
871,986.0921052631578,538.5770750988142
3429,986.0972404730617,538.578947368421
693,986.1023622047244,538.580814717477
5520,986.10747051114015,538.5826771653543
3652,986.112565445026,538.5845347313237
7568,986.1176470588235,538.5863874345549
6344,986.1227154046996,538.5882352941177
3515,986.1277705345501,538.5900783289817
4731,986.1328125,538.5919165580183
7191,986.1378413524056,538.59375
6969,986.142857142857,538.5955786736021
4492,986.147859922179,538.5974025974026
221,986.1528497409325,538.5992217898832
806,986.1578266494178,538.6010362694301
4901,986.1627906976744,538.6028460543338
5347,986.1677419354838,538.6046511627907
7360,986.172680412371,538.6064516129032
7136,986.1776061776062,538.6082474226804
6470,986.1825192802056,538.6100386100386
6172,986.1874197689344,538.611825192802
4494,986.1923076923077,538.6136071887034
607,986.1971830985915,538.6153846153846
6490,986.2020460358056,538.617157490397
7097,986.2068965517242,538.6189258312021
1155,986.2117346938775,538.6206896551724
